GeneID,baseMean,Log2FoldChange,lfcSE,stat,pvalue,padj
G10568,3668.37285,1.313160876,0.378359371,3.470670947,0.00051916,0.010001413
G15571,871.3587673,1.311208595,0.347523457,3.773007456,0.000161291,0.004468345
G01905,602.8398973,1.305579472,0.468048061,2.78941327,0.005280364,0.04669542
G11521,381.4368053,1.305307067,0.427372837,3.054258374,0.002256177,0.026280787
G08650,2783.661752,1.304417295,0.393501621,3.314896879,0.000916769,0.014623931
G15547,1963.040602,1.301824645,0.282165626,4.613689718,3.96E-06,0.00030767
G01148,2079.456303,1.295621322,0.388885693,3.331625062,0.000863405,0.01398649
G14185,1721.460007,1.294909824,0.414937614,3.120733767,0.001804011,0.022910567
G14383,573.0254471,1.293101132,0.349239562,3.702619274,0.000213385,0.005412116
G01933,200.2405729,1.281217768,0.263533895,4.861681137,1.16E-06,0.000134951
G17729,1501.185636,1.27533646,0.462136489,2.75965324,0.005786274,0.049763548
G03200,1646.981037,1.261113531,0.40642905,3.102911885,0.001916267,0.023876113
G04312,1438.140835,1.260846663,0.321058082,3.927160638,8.60E-05,0.002880514
G13727,2298.662575,1.254198239,0.306141958,4.096786491,4.19E-05,0.001772222
G12871,2022.090352,1.24507854,0.376214816,3.309488322,0.000934667,0.014777646
G11045,795.2400867,1.244761845,0.274998963,4.526423772,6.00E-06,0.000426817
G09410,1578.698641,1.240782155,0.30482493,4.07047466,4.69E-05,0.001889068
G17559,1766.152477,1.238349642,0.37435494,3.307955925,0.000939796,0.01477779
G16653,424.9176821,1.236373649,0.421149501,2.935712014,0.003327831,0.034017226
G01048,4153.185889,1.234773044,0.374546412,3.296715723,0.000978225,0.015235483
G01040,1626.326642,1.231826559,0.365212309,3.372905377,0.000743795,0.012620328
G02107,4971.643262,1.228966663,0.329444746,3.730418162,0.000191162,0.005007811
G11327,5383.591178,1.222476519,0.412833885,2.961182605,0.003064602,0.032466112
G05233,644.1356226,1.217869906,0.342101415,3.559967459,0.000370901,0.007991447
G08526,1544.937768,1.212555557,0.344622462,3.51850413,0.000433987,0.009024989
G11462,11746.29924,1.200798918,0.353788882,3.39411151,0.000688517,0.011944878
G16438,1360.424868,1.200524534,0.385437309,3.114707649,0.001841273,0.023220477
G09541,3952.172502,1.197143944,0.408497258,2.930604606,0.003383031,0.034273714
G04402,298.4701407,1.191685788,0.416217922,2.863129442,0.004194792,0.040025886
G07576,286.364284,1.190748217,0.382269359,3.114945497,0.001839789,0.023220477
G07812,9071.943212,1.190745982,0.368940121,3.227477615,0.001248868,0.017995773
G01958,467.8495133,1.175944282,0.401682569,2.92754621,0.003416483,0.034556703
G02180,157.7709334,1.175049523,0.424187947,2.770115306,0.005603645,0.048762227
G07018,879.5143,1.174509853,0.375930358,3.12427509,0.001782437,0.022674914
G02012,4017.734895,1.173187437,0.247526274,4.739648104,2.14E-06,0.000200471
G05617,617.3552581,1.172125965,0.418978212,2.797582142,0.005148667,0.045985458
G05296,4901.987851,1.170764666,0.279491448,4.188910514,2.80E-05,0.001371046
G11221,831.024362,1.167207719,0.329405924,3.543371975,0.000395045,0.008412847
G06926,334.905206,1.166227094,0.405386504,2.876827628,0.00401695,0.038841886
G13316,866.728507,1.164758315,0.395867977,2.942289809,0.003257949,0.033579556
G17718,15981.01556,1.164055155,0.349839276,3.327399855,0.000876605,0.014090946
G02139,736.972826,1.163708635,0.331099034,3.514684479,0.000440277,0.009052784
G15433,60684.20507,1.163512805,0.380282637,3.059600132,0.002216327,0.02598581
G13514,483.2271769,1.162439323,0.390195212,2.979122472,0.002890752,0.030959571
G10077,2445.244529,1.162384091,0.402991797,2.884386477,0.003921771,0.038276243
G08095,806.0236296,1.156251741,0.306128772,3.777011005,0.000158722,0.004406903
G09509,450.7697829,1.156086797,0.410908135,2.813492111,0.004900659,0.044525594
G04623,1527.273923,1.15275746,0.267037085,4.31684409,1.58E-05,0.000857979
G15600,1223.12892,1.149754549,0.32679897,3.518231861,0.000434433,0.009024989
G02491,598.4346168,1.146351759,0.387413747,2.958985752,0.003086534,0.032545662
G05423,508.6198897,1.146328046,0.405244829,2.828729609,0.004673316,0.043112585
G03638,359.1320987,1.14500823,0.361849301,3.164323456,0.001554439,0.02081785
G00929,223.4186357,1.144562268,0.37029161,3.090975429,0.001995001,0.024324642
G09009,236.2310962,1.127504751,0.327480105,3.442971749,0.000575359,0.010737184
G16322,570.426086,1.127474301,0.390233106,2.889232833,0.00386183,0.037868314
G06065,1017.497841,1.126430132,0.350795669,3.21107195,0.001322408,0.018564121
G01628,181.4069395,1.126308478,0.402833751,2.795963535,0.005174524,0.046150561
G13523,1014.327875,1.123352218,0.393751071,2.852950255,0.00433154,0.040843031
G14315,224.1369032,1.121252933,0.365768735,3.065469584,0.002173285,0.02579514
G13859,1778.160948,1.111969037,0.2724392,4.081530982,4.47E-05,0.001848032
G12298,3314.450336,1.110382022,0.394708386,2.813170586,0.004905562,0.044525594
G07467,4099.260186,1.108918317,0.375153076,2.955908906,0.003117492,0.032747702
G14532,2210.510763,1.107465363,0.289931122,3.819753314,0.000133585,0.003889993
G15331,888.3040965,1.106863848,0.311237636,3.556330338,0.000376071,0.008063635
G03751,1979.976445,1.101984493,0.307131139,3.587993374,0.000333233,0.007434481
G06669,3136.117627,1.101805189,0.381504166,2.888055456,0.003876315,0.037956913
G04423,3652.078088,1.09634015,0.347155371,3.158067658,0.001588187,0.021113848
G02805,1903.576605,1.096085066,0.396951839,2.761254533,0.005757978,0.049554229
G03458,306.7562085,1.092213311,0.313212044,3.487137014,0.000488221,0.009627568
G10823,518.164172,1.092127396,0.372871162,2.928967182,0.003400903,0.034426929
G15774,2589.912805,1.091264939,0.355327262,3.071154555,0.002132327,0.025490118
G09176,2874.2616,1.09060646,0.284705405,3.830648942,0.000127806,0.003802733
G07621,4839.67525,1.090414175,0.292962035,3.722032357,0.000197626,0.005134168
G13965,482.180465,1.082511121,0.347291936,3.117006213,0.001826977,0.023155272
G13010,2068.625104,1.081138637,0.333865578,3.238245293,0.001202674,0.017535377
G02979,195.0736637,1.080617834,0.380325144,2.841300006,0.004493002,0.041830019
G07853,1119.073049,1.079960126,0.33023482,3.270279386,0.001074413,0.01628702
G03961,3838.938975,1.077667059,0.323371053,3.332602127,0.000860379,0.013955524
G17516,109.3229578,1.068614401,0.248933074,4.29277791,1.76E-05,0.00093624
G08496,872.7692444,1.067145692,0.353022549,3.02288252,0.002503794,0.028118844
G04075,515.0340976,1.067143758,0.302570836,3.526922059,0.000420421,0.008833063
G02993,17883.7764,1.064246356,0.264389919,4.025290977,5.69E-05,0.002144978
G06794,1644.716849,1.063523812,0.300765486,3.536056706,0.000406148,0.008590843
G12493,2769.441441,1.060854172,0.346308524,3.063320991,0.002188951,0.02584492
G13957,3692.107478,1.0571508,0.34585088,3.056666501,0.002238131,0.026119181
G01727,703.9237356,1.052721938,0.319587967,3.293997416,0.000987734,0.015364479
G07984,614.4561781,1.050490662,0.316576396,3.318284858,0.000905721,0.01448459
G15844,2544.344477,1.042699292,0.276665391,3.768810002,0.000164028,0.004514186
G14896,666.7320843,1.031153646,0.332174041,3.104257163,0.001907574,0.02383897
G04567,4082.48272,1.0301935,0.37254064,2.765318439,0.005686725,0.049299355
G13109,834.1579114,1.029855577,0.246292219,4.181437723,2.90E-05,0.001405918
G10855,399.9956519,1.025930061,0.313744654,3.269952327,0.001075656,0.01628702
G15532,991.7914686,1.024591621,0.239246914,4.282569857,1.85E-05,0.000972018
G00654,2342.115484,1.020288481,0.322865349,3.16010524,0.001577122,0.021054069
G00651,1273.392556,1.018557054,0.344611712,2.955665803,0.00311995,0.032747702
G02941,3494.607858,1.017846851,0.246405578,4.130778448,3.62E-05,0.001634356
G00719,35816.7569,1.004876999,0.259948313,3.865680022,0.00011078,0.003442155
G05258,261.8677892,1.003601558,0.303178556,3.31026564,0.000932075,0.014773974
G03283,1718.660386,0.999265654,0.306279432,3.262594705,0.001103973,0.016575476
G06478,1337.135631,0.989705763,0.285595249,3.465413959,0.000529416,0.010121139
G11789,3060.015894,0.984937816,0.269664304,3.652459012,0.000259741,0.006171684
G12033,644.2727467,0.982600101,0.352199684,2.789894896,0.005272515,0.04669542
G08005,11368.80061,0.980699866,0.296018628,3.312966728,0.00092312,0.014669167
G01259,935.3739999,0.974609932,0.342454123,2.845957649,0.004427808,0.041478609
G12975,674.6882495,0.962915461,0.298932867,3.221176277,0.001276656,0.018161622
G06471,4883.891046,0.95954018,0.226074562,4.244352712,2.19E-05,0.001120465
G04098,643.3463048,0.955508525,0.283955945,3.364988632,0.000765468,0.012848783
G11443,507.1335865,0.955291076,0.294467751,3.244128001,0.001178108,0.017233957
G06901,2423.756777,0.954520543,0.339182491,2.81417988,0.004890186,0.044469792
G09189,1333.726202,0.952666425,0.323890985,2.941318127,0.003268187,0.033605254
G09550,7189.996688,0.951448237,0.327140009,2.908382375,0.003633038,0.03619165
G16307,2052.555369,0.951099021,0.319380416,2.977950351,0.00290183,0.031030498
G04446,409.0267054,0.945022621,0.319057568,2.961918838,0.003057284,0.032419522
G08493,1538.083487,0.944503558,0.281285246,3.357814077,0.000785614,0.013081733
G12969,988.1050907,0.940608286,0.292292252,3.218040438,0.001290696,0.018262257
G01687,1958.391092,0.93938251,0.338007755,2.779174428,0.005449725,0.047754696
G06042,7268.208059,0.933503939,0.219881545,4.245485629,2.18E-05,0.001119387
G08863,1415.805979,0.93244224,0.216652467,4.303861625,1.68E-05,0.000902049
G17195,1890.201809,0.928473329,0.302130778,3.073084228,0.002118587,0.025422388
G04339,530.0386726,0.926230853,0.327947604,2.824325718,0.004738021,0.043456113
G03023,285.0274491,0.921500078,0.287117155,3.209491529,0.0013297,0.018603909
G02062,966.1024375,0.920022856,0.312615315,2.942987148,0.003250619,0.03355668
G14639,502.8334488,0.918094573,0.25248719,3.636202587,0.000276687,0.006500322
G09346,777.864768,0.915944292,0.286144097,3.200989647,0.001369565,0.018991901
G16910,2669.671418,0.907588425,0.30857073,2.941265443,0.003268743,0.033605254
G06693,624.3784424,0.907212684,0.310235657,2.924269548,0.003452656,0.034782109
G15257,660.5199452,0.906324288,0.328504656,2.758938941,0.005798937,0.049777813
G15285,2306.796666,0.902118223,0.248966419,3.623453418,0.000290696,0.006691342
G05468,286.9969972,0.900699471,0.223939796,4.022060777,5.77E-05,0.002150026
G15842,2987.546266,0.899895648,0.286843273,3.137238111,0.001705476,0.022145675
G01816,809.8928773,0.888742105,0.2955155,3.007429749,0.00263467,0.029247641
G11674,5720.356809,0.886514492,0.203689221,4.352289666,1.35E-05,0.00078102
G03705,2430.261858,0.882878984,0.242355509,3.642908671,0.000269575,0.006345135
G11143,836.0087187,0.882545395,0.288059234,3.063763597,0.002185716,0.025844693
G11551,1114.715062,0.878373696,0.227087325,3.867999667,0.000109732,0.003426588
G06578,1995.444888,0.877395342,0.272080275,3.22476645,0.001260755,0.018111843
G12962,303.4925563,0.870842515,0.2373693,3.668724276,0.000243764,0.005904082
G01355,676.6664846,0.870778508,0.253371918,3.436760136,0.000588717,0.010847004
G17955,873.517099,0.870448619,0.284460779,3.059995201,0.002213405,0.025975878
G02671,21110.12706,0.869972964,0.269079875,3.233140213,0.001224375,0.017744928
G11890,722.9852583,0.867243486,0.280430072,3.092548099,0.001984461,0.024219705
G00505,969.4522688,0.857661436,0.285555761,3.003481468,0.002669098,0.029499069
G00598,693.0128293,0.855893166,0.255346394,3.35189055,0.000802617,0.013323088
G03882,571.957971,0.849654093,0.282481745,3.007819469,0.002631294,0.029236081
G11317,167.5156648,0.845731845,0.265481159,3.185656744,0.001444258,0.019765032
G12257,364.5216954,0.84250167,0.268592011,3.136733911,0.001708411,0.022145675
G15640,1134.967142,0.841666098,0.211685362,3.976024083,7.01E-05,0.002507156
G11068,1731.351934,0.841035862,0.249162182,3.375455522,0.000736936,0.012554984
G12342,5504.455158,0.831697946,0.266960642,3.115432819,0.001836752,0.023220477
G12691,464.0730702,0.830312817,0.279933987,2.966102209,0.003016002,0.032059747
G07258,11416.41736,0.829743936,0.299130884,2.773849111,0.005539737,0.048407942
G03164,480.0102309,0.827001697,0.239341173,3.455325662,0.000549629,0.010365133
G01565,4460.021887,0.826735471,0.287686035,2.873742101,0.0040564,0.039042465
G00384,805.0911465,0.820155419,0.238939545,3.43248088,0.000598086,0.010965203
G10345,323.0795203,0.818388735,0.238708155,3.4284071,0.000607134,0.011034159
G10029,914.0940095,0.818002701,0.292098306,2.800436308,0.005103358,0.045613309
G13496,1561.482843,0.814117268,0.275533518,2.954694131,0.003129792,0.032823495
G02388,734.2475262,0.809462415,0.26106721,3.100590129,0.001931354,0.023919651
G06754,12399.18351,0.805003637,0.257612779,3.124859098,0.001778902,0.022666126
G11069,5006.797388,0.790968189,0.24640077,3.210088142,0.001326943,0.018603909
G06237,667.9032772,0.790067885,0.195655557,4.038054924,5.39E-05,0.00207642
G12331,691.0311071,0.785463826,0.193935397,4.05013133,5.12E-05,0.001996845
G09770,1002.906188,0.785247873,0.258831912,3.033813973,0.002414833,0.027464058
G01726,823.8958587,0.783332537,0.261287211,2.997975038,0.002717799,0.029905346
G11681,451.9811658,0.780800762,0.24153526,3.232657462,0.001226445,0.01775439
G11769,419.554101,0.779327103,0.271021945,2.875512911,0.004033716,0.038913866
G03341,1218.871101,0.766916523,0.244860561,3.132054095,0.001735879,0.022385865
G16218,1957.219213,0.765284595,0.269465818,2.840006202,0.004511266,0.041906579
G13658,1133.461072,0.764278662,0.273474188,2.794701273,0.005194769,0.04629815
G11524,888.8890643,0.751474024,0.269721142,2.786114644,0.0053344,0.046974233
G01463,444.6040427,0.747276402,0.228186413,3.274850558,0.001057179,0.016119404
G06571,6982.668251,0.737545087,0.217490475,3.391160405,0.000695974,0.012020663
G02422,4002.147057,0.731013866,0.255608955,2.859891449,0.00423786,0.040192903
G00690,363.5603268,0.728839061,0.211128589,3.452109746,0.000556221,0.010452827
G02757,291.479492,0.727048723,0.253385155,2.869342225,0.004113265,0.03943821
G16552,1233.043037,0.715491948,0.248625261,2.877792649,0.004004683,0.038783168
G15366,999.951687,0.714686115,0.235497855,3.034788218,0.002407046,0.027400941
G14357,1148.018291,0.709858682,0.237687087,2.986526066,0.002821668,0.030564814
G04420,710.3465185,0.701982431,0.222284296,3.158038806,0.001588344,0.021113848
G13090,396.2858393,0.696947647,0.23549827,2.959459726,0.00308179,0.032545662
G16507,465.2798753,0.672779341,0.235463716,2.857252704,0.004273255,0.04035422
G04245,1913.498262,0.671071519,0.163514634,4.104045631,4.06E-05,0.00173753
G06154,3118.1973,0.667351089,0.204570066,3.262212812,0.001105461,0.016577946
G07860,792.8638412,0.664779191,0.211071067,3.149551475,0.001635213,0.021576541
G04764,1629.75459,0.663023687,0.19039992,3.482268721,0.000497184,0.00970089
G10617,888.2054051,0.656289655,0.22788547,2.879910051,0.003977886,0.038643207
G12874,355.1577125,0.653449563,0.236186531,2.766667348,0.005663251,0.049178383
G04767,529.7861835,0.647360991,0.232643934,2.782625699,0.005392097,0.047382346
G09465,1224.533546,0.632267029,0.19629752,3.220962904,0.001277607,0.018161622
G00539,914.5663767,0.594387052,0.165971401,3.581261881,0.000341939,0.007564941
G00685,951.8834783,0.584504818,0.201670837,2.898311063,0.003751783,0.036991988
G06988,842.8185046,0.56400448,0.186012356,3.032080724,0.002428742,0.027547747
G15544,7034.308035,0.551444902,0.189475715,2.910372455,0.003609983,0.036019286
G09451,1667.690252,0.546087222,0.166649235,3.276866054,0.001049662,0.016107674
G17078,1121.46131,0.488262609,0.174984222,2.790323626,0.005265538,0.04669542
G17558,2148.948025,-0.459941268,0.132433448,-3.472999265,0.000514677,0.009930327
G00406,1827.887833,-0.506852982,0.158633166,-3.195126187,0.001397697,0.019317841
G11805,1709.723091,-0.507075963,0.173355557,-2.925063222,0.003443862,0.034749433
G04776,1742.527118,-0.53271069,0.179752614,-2.963576871,0.003040861,0.032296575
G07401,4045.480439,-0.55781298,0.181073562,-3.08058766,0.002065925,0.024946496
G09096,753.0612186,-0.567716961,0.179954596,-3.154778901,0.001606198,0.021260897
G00543,3887.027419,-0.583792793,0.201706742,-2.894265147,0.003800471,0.037357511
G08387,590.9038999,-0.587317661,0.181634387,-3.233515807,0.001222766,0.017742146
G15903,1423.839006,-0.605873311,0.175501214,-3.452245702,0.000555941,0.010452827
G13731,1474.175467,-0.632073197,0.185309489,-3.410905723,0.000647475,0.011513974
G10246,829.4235163,-0.640857498,0.201870217,-3.174601515,0.001500424,0.020313441
G00764,508.3763203,-0.680802415,0.207522342,-3.28062226,0.001035784,0.015914212
G10220,1183.475868,-0.684637725,0.226084656,-3.028236132,0.002459858,0.02782506
G02049,1029.438892,-0.684855778,0.22235324,-3.08003507,0.002069762,0.02496875
G16019,782.5133177,-0.690511563,0.216805036,-3.184942459,0.001447828,0.01979225
G11818,730.0459699,-0.693711974,0.226357798,-3.064670099,0.002179102,0.025828566
G16871,1632.809453,-0.708624405,0.228565104,-3.100317554,0.001933133,0.023919651
G16111,1703.994545,-0.712426986,0.230246346,-3.094194537,0.00197348,0.024132736
G03030,323.5256754,-0.717762256,0.226441338,-3.16974923,0.001525706,0.020542886
G06825,1293.712873,-0.736303827,0.242720497,-3.033546143,0.002416977,0.027464058
G13149,735.6403825,-0.737024309,0.203093474,-3.628990606,0.000284532,0.006597972
G12709,440.7935763,-0.754784657,0.214470141,-3.519299481,0.000432688,0.009024989
G07038,1650.062982,-0.767351514,0.25534379,-3.005170064,0.002654324,0.0293617
G02740,470.9631916,-0.77318752,0.229207066,-3.373314508,0.000742691,0.012620328
G01339,223.9031559,-0.787222481,0.269768948,-2.918136002,0.003521307,0.035375733
G03114,206.3608795,-0.80138585,0.220757305,-3.630166854,0.000283238,0.006580161
G07524,249.4749079,-0.804969316,0.260055652,-3.095373277,0.001965653,0.024132736
G15367,395.3072253,-0.819326432,0.293293381,-2.793538774,0.005213478,0.046332981
G13092,188.5618105,-0.833018164,0.28906668,-2.881750891,0.003954723,0.038507804
G08822,991.2354783,-0.839654961,0.286381808,-2.93194238,0.003368492,0.03427166
G13555,874.3857417,-0.841895098,0.235369563,-3.576907249,0.000347683,0.007651481
G04918,329.8350749,-0.849654627,0.307541608,-2.76273065,0.005732005,0.049466687
G04552,335.0228567,-0.850331602,0.303122779,-2.805238207,0.005027941,0.045164902
G06380,309.5896417,-0.852831443,0.274991814,-3.101297566,0.001926746,0.023911505
G13918,1402.714951,-0.863660555,0.303223479,-2.848264116,0.004395843,0.041324881
G15782,434.1861825,-0.863953706,0.285431328,-3.0268356,0.002471283,0.027878747
G15974,233.5959139,-0.869762024,0.257226433,-3.381308881,0.000721414,0.01234091
G02512,907.8862261,-0.876084279,0.281822202,-3.10864181,0.001879494,0.023605845
G04836,458.9518911,-0.87827372,0.314392615,-2.793557094,0.005213183,0.046332981
G15137,641.6788081,-0.881774776,0.311509447,-2.830651798,0.004645326,0.042903816
G12346,1170.566709,-0.885353514,0.247066806,-3.58345797,0.000339075,0.007541566
G00678,390.2317539,-0.909209236,0.315036253,-2.886046372,0.003901147,0.038164187
G18325,328.760584,-0.91166521,0.266910659,-3.415619338,0.000636371,0.011380644
G00492,894.3142636,-0.921447911,0.297156383,-3.100885471,0.001929429,0.023919651
G13025,545.268486,-0.936690478,0.245125594,-3.821267547,0.000132768,0.003875326
G18035,136.2031864,-0.941504424,0.318738749,-2.953843631,0.00313843,0.032884957
G10852,995.7743767,-0.947513454,0.227716195,-4.160940128,3.17E-05,0.001481994
G14370,276.2137172,-0.948974807,0.327884058,-2.894238939,0.003800788,0.037357511
G03878,418.9102388,-0.94938075,0.327422129,-2.899561963,0.003736845,0.036873735
G15390,177.731208,-0.951013191,0.257833427,-3.688479034,0.000225599,0.005638614
G08772,97.71133581,-0.953383445,0.296358445,-3.21699436,0.001295411,0.018308287
G03637,350.5817779,-0.956686527,0.224056094,-4.269852741,1.96E-05,0.001016319
G17310,265.643058,-0.959444817,0.286260022,-3.351654943,0.000803301,0.013323088
G05915,160.3744211,-0.966335393,0.287298277,-3.363526585,0.000769534,0.012899743
G18049,348.3879818,-0.977479507,0.350160134,-2.791521403,0.005246089,0.046589733
G08082,235.6561347,-0.97788603,0.303346542,-3.223659725,0.001265637,0.018112349
G13615,536.0389072,-0.985434829,0.271707944,-3.626816405,0.000286937,0.006629201
G04999,650.9320217,-0.987380401,0.340120068,-2.903034817,0.003695655,0.036553711
G08800,361.0244028,-0.988484466,0.337266029,-2.930874686,0.003380091,0.03427166
G05301,374.4830386,-0.990892438,0.303267156,-3.267391198,0.001085436,0.016375695
G15764,356.359537,-0.995035527,0.285741781,-3.482289235,0.000497146,0.00970089
G02370,272.1510513,-1.001216788,0.334241435,-2.995489741,0.002740045,0.030018238
G02591,296.9727921,-1.00610646,0.278690381,-3.610122661,0.000306052,0.006969769
G18208,235.835938,-1.012536771,0.289973724,-3.491822491,0.000479737,0.009494156
G04695,222.8807238,-1.012668395,0.25923231,-3.90641273,9.37E-05,0.003070724
G04925,1662.853032,-1.019952296,0.330047979,-3.090315229,0.001999442,0.024331398
G07684,69.78413576,-1.023670515,0.344122732,-2.974725061,0.002932513,0.031251848
G10725,180.784341,-1.023689402,0.328415664,-3.117054133,0.00182668,0.023155272
G00778,234.796819,-1.025192199,0.336408801,-3.04745951,0.002307846,0.026659455
G12002,933.1839932,-1.032075382,0.367676545,-2.807019908,0.005000215,0.044961431
G12973,159.8409562,-1.037274273,0.318866084,-3.253009099,0.001141898,0.016904103
G07774,245.1404807,-1.047403244,0.353627194,-2.961885459,0.003057615,0.032419522
G12139,1367.541086,-1.047968547,0.294031896,-3.564132192,0.000365062,0.00792254
G04891,369.385631,-1.05058387,0.373607096,-2.812001916,0.004923421,0.044545576
G15592,472.2154578,-1.053762265,0.345913175,-3.046320125,0.00231661,0.026691703
G19103,403.1453648,-1.054066289,0.339696579,-3.102964102,0.001915929,0.023876113
G01607,1139.187475,-1.054569148,0.29992897,-3.51606298,0.000437997,0.009035584
G10472,3509.842473,-1.060970414,0.330790548,-3.207378263,0.001339507,0.018699344
G13664,543.7888914,-1.060997199,0.356615539,-2.975184992,0.002928119,0.031231608
G04122,298.3599796,-1.064122993,0.373661377,-2.847827093,0.004401883,0.041350625
G15998,395.6675064,-1.066010066,0.383398926,-2.780420064,0.005428862,0.047638552
G10306,2714.088535,-1.069391997,0.33524067,-3.18992322,0.001423106,0.019582564
G02878,277.8906894,-1.083897947,0.367739311,-2.947462816,0.003203933,0.033260186
G01665,486.8254803,-1.084269996,0.261148604,-4.15192721,3.30E-05,0.001517773
G15694,226.241042,-1.092220205,0.366283098,-2.981901734,0.002864639,0.030817631
G07249,718.541103,-1.095575871,0.357711532,-3.062735675,0.002193237,0.02586037
G17184,384.6369829,-1.103043294,0.351276212,-3.140102453,0.001688888,0.022029427
G12383,92.78707848,-1.104286378,0.359013924,-3.075887327,0.002098771,0.02524574
G06776,365.4993855,-1.11321882,0.338990347,-3.283924837,0.001023722,0.015787007
G04490,785.2480143,-1.116353315,0.352556737,-3.166450097,0.001543118,0.020710532
G16367,300.4186588,-1.12063392,0.402816258,-2.781997741,0.005402542,0.047440832
G03421,572.7178472,-1.121816865,0.385879239,-2.907170827,0.00364714,0.036216878
G13430,2218.497909,-1.133853795,0.327654318,-3.460518391,0.000539136,0.010232159
G02210,157.7673973,-1.143276964,0.389995338,-2.93151444,0.003373137,0.03427166
G09769,182.3320751,-1.143952764,0.359248513,-3.184293667,0.001451077,0.019815037
G04587,234.8219646,-1.144621542,0.408147265,-2.804432714,0.005040521,0.045245448
G03272,478.5977712,-1.144824677,0.36996836,-3.094385356,0.001972211,0.024132736
G14592,1282.818528,-1.149460845,0.343191334,-3.349329458,0.000810074,0.013364621
G15622,187.1889416,-1.149548116,0.388639873,-2.957874876,0.003097678,0.032568538
G06620,384.1531863,-1.149797459,0.40462957,-2.841605121,0.004488705,0.041821105
G09749,886.0036869,-1.152434182,0.417264769,-2.761877514,0.005747003,0.049550369
G06165,486.0412567,-1.153898252,0.371639571,-3.104885328,0.001903528,0.023812166
G08294,247.2897824,-1.156066512,0.323822564,-3.57006164,0.000356897,0.007813055
G13866,1291.176231,-1.156420414,0.383977534,-3.011687697,0.002597997,0.029019724
G06788,234.8062145,-1.16000141,0.338733817,-3.424522006,0.000615882,0.011144616
G03112,266.5921353,-1.160235939,0.397856903,-2.916214173,0.003543072,0.035464706
G00665,230.9583052,-1.167447391,0.396146252,-2.94701107,0.003208617,0.033260186
G13843,295.5465246,-1.171988638,0.416773114,-2.812054327,0.004922619,0.044545576
G14226,449.2309237,-1.174969358,0.413084019,-2.844383478,0.004449746,0.041612933
G11315,795.1990114,-1.17865506,0.323479972,-3.643672448,0.000268775,0.006338241
G13874,761.8889473,-1.184121282,0.326587387,-3.625741011,0.000288134,0.006644593
G09467,159.8751558,-1.196754045,0.408317452,-2.930940228,0.003379378,0.03427166
G17747,161.1435214,-1.198367261,0.40668483,-2.94667313,0.003212125,0.033269012
G01088,384.2299344,-1.209694033,0.381916115,-3.167433855,0.001537907,0.020662736
G06699,354.2666504,-1.216490393,0.311842382,-3.90097839,9.58E-05,0.003130808
G03236,85.80894355,-1.216723377,0.362161712,-3.359613505,0.000780516,0.013031492
G07573,598.0708577,-1.216815096,0.40440739,-3.008884427,0.002622088,0.029159672
G03783,256.9303358,-1.217335355,0.378815692,-3.21352938,0.001311144,0.018468102
G05085,316.9685539,-1.221024996,0.329637379,-3.704146056,0.000212104,0.005412116
G02741,344.3158254,-1.229603034,0.4017949,-3.060275366,0.002211336,0.025975878
G04693,635.9363129,-1.231461545,0.391792398,-3.143148135,0.001671412,0.021846999
G08081,629.6573806,-1.238631746,0.363134147,-3.410948147,0.000647374,0.011513974
G04261,571.4039113,-1.241241588,0.324163028,-3.829065874,0.000128631,0.003815214
G14427,305.1789084,-1.245116257,0.29433346,-4.230291246,2.33E-05,0.001178426
G06355,438.0783512,-1.249876922,0.448958757,-2.783945969,0.005370198,0.047223047
G13407,452.5200025,-1.254996901,0.328062666,-3.825479185,0.000130518,0.003832818
G15645,993.2107992,-1.25787098,0.447950635,-2.808057146,0.004984138,0.044961431
G01792,425.0524517,-1.258405599,0.428059619,-2.939790491,0.003284342,0.033710275
G17072,500.1930682,-1.259156661,0.382438262,-3.292444259,0.000993206,0.015411305
G13790,192.972158,-1.259703191,0.420932682,-2.992647623,0.002765689,0.030114743
G09080,168.1236943,-1.261698246,0.381321771,-3.30874957,0.000937136,0.01477779
G10502,98.42283584,-1.263642885,0.385933806,-3.274247719,0.001059437,0.016119404
G06184,882.7291286,-1.264329969,0.445104612,-2.840523185,0.00450396,0.041869774
G03767,209.0292688,-1.26796828,0.455010214,-2.78668092,0.005325088,0.046925233
G01980,1232.181026,-1.269053261,0.423831618,-2.994239237,0.002751301,0.030053285
G06545,522.6202034,-1.270677797,0.368621307,-3.447108923,0.00056662,0.010621582
G02070,123.1850229,-1.270947214,0.393840682,-3.227059249,0.001250696,0.018001391
G01218,268.4195963,-1.277680785,0.28280486,-4.517888363,6.25E-06,0.000441874
G12268,226.4050517,-1.280598499,0.355527954,-3.601962898,0.000315823,0.007138522
G11225,380.9186605,-1.290999324,0.292868054,-4.408126144,1.04E-05,0.000646363
G01975,125.1638964,-1.291964196,0.452291128,-2.856488037,0.004283561,0.040421067
G02219,226.4981244,-1.304400366,0.452144789,-2.884917393,0.003915164,0.038241561
G03168,783.4644148,-1.306514244,0.277895087,-4.70146578,2.58E-06,0.000223065
G04806,104.0844582,-1.306592701,0.424453112,-3.078296908,0.002081874,0.025066561
G17225,239.8024653,-1.314297023,0.363739123,-3.613295738,0.00030233,0.006946368
G16141,341.5506121,-1.319494989,0.419033431,-3.148901475,0.001638854,0.021579263
